Fiscal Year,Budget Type,Organization Entity,Command Name,Pillar Name,District Name,Unit Name,Feature_Category,Cost Element,Cost Element Long Name,Amount,ObjectId
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Wellness,4-Materials & Supplies,2082,Health & Safety supplies,500,1412
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Accounting Services,6-Services,6570,Bank service charges,5000,1413
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Finance & Business Mgmt,6-Services,4312,Courses / seminars,1600,1414
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People Strategy & Performance,6-Services,4255,Conferences / seminars,3800,1415
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Accounting Services,6-Services,6590,Collection Agency fees,400,1416
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,1-Salaries,1532,Alternate rate - Uniform Sr. Officer,3700,1417
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Wellness,4-Materials & Supplies,2999,Miscellaneous materials,9500,1418
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Equity Inclusion & Human Rights,4-Materials & Supplies,2010,Stationery and office supplies,2000,1419
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Budget & Financial Analysis,1-Salaries,1502,Regular salaries - Civilian Sr. Officer,708100,1420
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,1-Salaries,1533,Alternate rate - Uniform,14600,1421
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Finance & Business Mgmt,6-Services,4760,Membership fees,1500,1422
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People Strategy & Performance,6-Services,4312,Courses / seminars,2000,1423
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Wellness,5-Equipment,3420,Computers - software,14000,1424
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Equity Inclusion & Human Rights,4-Materials & Supplies,2999,Miscellaneous materials,200,1425
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Budget & Financial Analysis,1-Salaries,1505,Regular salaries - Civilian A,611500,1426
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,1-Salaries,1534,Alternate rate - Civilian A,3700,1427
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Finance & Business Mgmt,6-Services,4770,Parking expenses,100,1428
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People Strategy & Performance,6-Services,4516,Repairs - technical equipment,100,1429
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Wellness,6-Services,4084,Public relations / promotions,14000,1430
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Equity Inclusion & Human Rights,6-Services,4084,Public relations / promotions,3600,1431
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Budget & Financial Analysis,2-Premium Pay,1582,Overtime premium pay - Civilian,500,1432
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Fleet & Materials Management,1-Salaries,1502,Regular salaries - Civilian Sr. Officer,535100,1433
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,1-Salaries,1541,Statutory Holiday - Uniform,31000,1434
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People Strategy & Performance,6-Services,4760,Membership fees,1200,1435
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Equity Inclusion & Human Rights,6-Services,4206,Business travel - mileage,300,1436
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Wellness,6-Services,4124,Medical reports,16000,1437
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Budget & Financial Analysis,2-Premium Pay,1584,Lieutime premium pay - Civilian,4400,1438
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Equity Inclusion & Human Rights,6-Services,4230,Business travel - other expenses,2300,1439
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People Strategy & Performance,6-Services,4770,Parking expenses,200,1440
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Wellness,6-Services,4206,Business travel - mileage,400,1441
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Fleet & Materials Management,1-Salaries,1505,Regular salaries - Civilian A,1989200,1442
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,1-Salaries,1551,Shift Bonus - Uniform,3000,1443
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Budget & Financial Analysis,3-Benefits,1746,EI - Civilian,15600,1444
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Equity Inclusion & Human Rights,6-Services,4255,Conferences / seminars,2500,1445
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People Strategy & Performance,6-Services,4970,Services & rents - general,1000,1446
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Wellness,6-Services,4230,Business travel - other expenses,1000,1447
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Fleet & Materials Management,1-Salaries,1506,Regular salaries - Civilian B,7395000,1448
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,1-Salaries,1552,Shift Bonus - Civilian A,100,1449
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Budget & Financial Analysis,3-Benefits,1765,CPP - Civilian,48000,1450
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Equity Inclusion & Human Rights,6-Services,4312,Courses / seminars,1800,1451
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,1-Salaries,1502,Regular salaries - Civilian Sr. Officer,238200,1452
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Wellness,6-Services,4255,Conferences / seminars,10600,1453
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,2-Premium Pay,1571,Court premium pay - Uniform,4300,1454
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Budget & Financial Analysis,3-Benefits,1776,OMERS - Civilian,143600,1455
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Fleet & Materials Management,1-Salaries,1534,Alternate rate - Civilian A,10600,1456
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Equity Inclusion & Human Rights,6-Services,4760,Membership fees,3000,1457
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,1-Salaries,1503,Regular salaries - Uniform Sr. Officer,376400,1458
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Wellness,6-Services,4312,Courses / seminars,2400,1459
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Budget & Financial Analysis,4-Materials & Supplies,2010,Stationery and office supplies,4100,1460
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Fleet & Materials Management,1-Salaries,1535,Alternate rate - Civilian B,40200,1461
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,2-Premium Pay,1572,Overtime premium pay - Uniform,22200,1462
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Equity Inclusion & Human Rights,6-Services,4770,Parking expenses,100,1463
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Wellness,6-Services,4424,Contracted Services - general,1195200,1464
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,1-Salaries,1504,Regular salaries - Uniform,4722500,1465
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Budget & Financial Analysis,6-Services,4312,Courses / seminars,7700,1466
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Fleet & Materials Management,1-Salaries,1543,Statutory Holiday - Civilian B,5000,1467
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,2-Premium Pay,1573,Callback premium pay - Uniform,67300,1468
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Equity Inclusion & Human Rights,6-Services,4815,Courier services,100,1469
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Wellness,6-Services,4530,Rental - non-office property,90100,1470
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,1-Salaries,1505,Regular salaries - Civilian A,1240300,1471
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Budget & Financial Analysis,6-Services,4760,Membership fees,5000,1472
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Fleet & Materials Management,1-Salaries,1552,Shift Bonus - Civilian A,4200,1473
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,2-Premium Pay,1574,Lieutime premium pay - Uniform,204300,1474
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Equity Inclusion & Human Rights,6-Services,4970,Services & rents - general,200,1475
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,1-Salaries,1502,Regular salaries - Civilian Sr. Officer,625100,1476
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,1-Salaries,1508,Regular salaries - Excluded,199200,1477
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,2-Premium Pay,1583,Callback premium pay - Civilian,300,1478
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,2-Premium Pay,1584,Lieutime premium pay - Civilian,1200,1479
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,3-Benefits,1746,EI - Civilian,7800,1480
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,3-Benefits,1765,CPP - Civilian,24000,1481
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,3-Benefits,1776,OMERS - Civilian,93100,1482
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,4-Materials & Supplies,2010,Stationery and office supplies,2500,1483
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,4-Materials & Supplies,2020,Books & Magazines,500,1484
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,6-Services,4084,Public relations / promotions,300,1485
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,6-Services,4089,Consulting - Management/R&D,35000,1486
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,6-Services,4206,Business travel - mileage,100,1487
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,6-Services,4255,Conferences / seminars,3400,1488
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,6-Services,4312,Courses / seminars,4200,1489
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,6-Services,4760,Membership fees,1600,1490
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,6-Services,4770,Parking expenses,100,1491
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,6-Services,4815,Courier services,100,1492
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Labour Relations,6-Services,4970,Services & rents - general,100,1493
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People and Culture,1-Salaries,1502,Regular salaries - Civilian Sr. Officer,290400,1494
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People and Culture,1-Salaries,1504,Regular salaries - Uniform,14732300,1495
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People and Culture,1-Salaries,1505,Regular salaries - Civilian A,324700,1496
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People and Culture,2-Premium Pay,1572,Overtime premium pay - Uniform,2600,1497
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People and Culture,2-Premium Pay,1573,Callback premium pay - Uniform,5100,1498
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People and Culture,2-Premium Pay,1574,Lieutime premium pay - Uniform,9200,1499
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People and Culture,2-Premium Pay,1582,Overtime premium pay - Civilian,2300,1500
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People and Culture,2-Premium Pay,1584,Lieutime premium pay - Civilian,2300,1501
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People and Culture,3-Benefits,1744,EI - Uniform,159900,1502
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,People and Culture,3-Benefits,1746,EI - Civilian,7800,1503
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Budget & Financial Analysis,6-Services,4815,Courier services,100,1504
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,2-Premium Pay,1582,Overtime premium pay - Civilian,5200,1505
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Wellness,6-Services,4760,Membership fees,8100,1506
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Fleet & Materials Management,1-Salaries,1553,Shift Bonus - Civilian B,25400,1507
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,1-Salaries,1507,Regular salaries - Civilian C,90400,1508
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,1-Salaries,1502,Regular salaries - Civilian Sr. Officer,467800,1509
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,2-Premium Pay,1583,Callback premium pay - Civilian,11000,1510
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Fleet & Materials Management,2-Premium Pay,1582,Overtime premium pay - Civilian,9300,1511
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,1-Salaries,1514,Temporary - short-term,1700000,1512
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Wellness,6-Services,4770,Parking expenses,100,1513
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,1-Salaries,1504,Regular salaries - Uniform,115800,1514
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,2-Premium Pay,1584,Lieutime premium pay - Civilian,9800,1515
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Fleet & Materials Management,2-Premium Pay,1583,Callback premium pay - Civilian,16600,1516
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,1-Salaries,1533,Alternate rate - Uniform,17600,1517
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Wellness,6-Services,4815,Courier services,200,1518
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,1-Salaries,1505,Regular salaries - Civilian A,1013000,1519
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,3-Benefits,1744,EI - Uniform,117000,1520
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Fleet & Materials Management,2-Premium Pay,1584,Lieutime premium pay - Civilian,41900,1521
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,1-Salaries,1506,Regular salaries - Civilian B,523100,1522
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,1-Salaries,1534,Alternate rate - Civilian A,9000,1523
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Fleet & Materials Management,3-Benefits,1746,EI - Civilian,136500,1524
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Wellness,6-Services,4970,Services & rents - general,20000,1525
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,3-Benefits,1746,EI - Civilian,18200,1526
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Fleet & Materials Management,3-Benefits,1765,CPP - Civilian,420000,1527
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,1-Salaries,1551,Shift Bonus - Uniform,900,1528
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,1-Salaries,1534,Alternate rate - Civilian A,500,1529
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Wellness,6-Services,7080,IDC - Other services,1000,1530
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,3-Benefits,1764,CPP - Uniform,360000,1531
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Fleet & Materials Management,3-Benefits,1776,OMERS - Civilian,1046100,1532
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,1-Salaries,1552,Shift Bonus - Civilian A,100,1533
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,1-Salaries,1535,Alternate rate - Civilian B,1000,1534
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Workforce Planning & Insight,1-Salaries,1502,Regular salaries - Civilian Sr. Officer,174000,1535
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,3-Benefits,1765,CPP - Civilian,56000,1536
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Fleet & Materials Management,4-Materials & Supplies,2010,Stationery and office supplies,13200,1537
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,2-Premium Pay,1573,Callback premium pay - Uniform,2100,1538
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,1-Salaries,1543,Statutory Holiday - Civilian B,1600,1539
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Workforce Planning & Insight,1-Salaries,1505,Regular salaries - Civilian A,1034500,1540
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,3-Benefits,1773,OMERS - Uniform,1413500,1541
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Fleet & Materials Management,4-Materials & Supplies,2020,Books & Magazines,16200,1542
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,2-Premium Pay,1574,Lieutime premium pay - Uniform,28100,1543
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,1-Salaries,1553,Shift Bonus - Civilian B,3000,1544
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,3-Benefits,1776,OMERS - Civilian,130000,1545
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Fleet & Materials Management,6-Services,4094,Repairs - Garage equipment,15000,1546
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,2-Premium Pay,1582,Overtime premium pay - Civilian,6000,1547
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,2-Premium Pay,1582,Overtime premium pay - Civilian,3800,1548
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Workforce Planning & Insight,3-Benefits,1746,EI - Civilian,14300,1549
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,2-Premium Pay,1583,Callback premium pay - Civilian,700,1550
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,4-Materials & Supplies,2010,Stationery and office supplies,33000,1551
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Fleet & Materials Management,6-Services,4312,Courses / seminars,12400,1552
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Workforce Planning & Insight,3-Benefits,1765,CPP - Civilian,44000,1553
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,2-Premium Pay,1583,Callback premium pay - Civilian,2700,1554
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,2-Premium Pay,1584,Lieutime premium pay - Civilian,14800,1555
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,4-Materials & Supplies,2013,Printed material,200,1556
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Fleet & Materials Management,6-Services,4342,Tool reimbursement,27000,1557
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Workforce Planning & Insight,3-Benefits,1776,OMERS - Civilian,134000,1558
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Talent Acquisition,2-Premium Pay,1584,Lieutime premium pay - Civilian,10200,1559
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,3-Benefits,1744,EI - Uniform,1300,1560
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Toronto Police College,4-Materials & Supplies,2020,Books & Magazines,33400,1561
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Fleet & Materials Management,6-Services,4760,Membership fees,6500,1562
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Workforce Planning & Insight,4-Materials & Supplies,2010,Stationery and office supplies,3000,1563
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Workforce Planning & Insight,4-Materials & Supplies,2999,Miscellaneous materials,300,1564
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Workforce Planning & Insight,6-Services,4084,Public relations / promotions,200,1565
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Workforce Planning & Insight,6-Services,4225,Business travel - public transit,100,1566
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Workforce Planning & Insight,6-Services,4255,Conferences / seminars,500,1567
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Workforce Planning & Insight,6-Services,4312,Courses / seminars,11900,1568
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Workforce Planning & Insight,6-Services,4760,Membership fees,3500,1569
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,People & Culture,People & Culture,Workforce Planning & Insight,6-Services,4770,Parking expenses,100,1570
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,3-Benefits,1746,EI - Civilian,29900,1571
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Fleet & Materials Management,6-Services,4970,Services & rents - general,1000,1572
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,3-Benefits,1764,CPP - Uniform,4000,1573
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Purchasing Services,1-Salaries,1502,Regular salaries - Civilian Sr. Officer,698400,1574
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Purchasing Services,1-Salaries,1505,Regular salaries - Civilian A,341200,1575
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Facilities Management,3-Benefits,1765,CPP - Civilian,92000,1576
2024,Proposed Budget,1 - Toronto Police Service,Corporate Services Command,Finance & Business Mgmt,Finance & Business Mgmt,Purchasing Services,2-Premium Pay,1584,Lieutime premium pay - Civilian,4900,1577
